game,white,result,score,running_wins,running_draws,running_losses,running_elo
1,v5,1-0,1.0,1,0,0,1199.8
7,v5,1-0,1.0,2,0,0,1199.8
4,v4,0-1,1.0,3,0,0,1199.8
3,v5,1-0,1.0,4,0,0,1199.8
5,v5,1-0,1.0,5,0,0,1199.8
6,v4,0-1,1.0,6,0,0,1199.8
8,v4,0-1,1.0,7,0,0,1199.8
9,v5,1-0,1.0,8,0,0,1199.8
2,v4,0-1,1.0,9,0,0,1199.8
17,v5,1/2-1/2,0.5,9,1,0,511.5
13,v5,1-0,1.0,10,1,0,528.9
11,v5,1-0,1.0,11,1,0,544.7
15,v5,1-0,1.0,12,1,0,559.2
10,v4,0-1,1.0,13,1,0,572.5
14,v4,0-1,1.0,14,1,0,585.0
12,v4,0-1,1.0,15,1,0,596.5
21,v5,1-0,1.0,16,1,0,607.4
22,v4,0-1,1.0,17,1,0,617.6
19,v5,1-0,1.0,18,1,0,627.3
23,v5,1-0,1.0,19,1,0,636.4
24,v4,0-1,1.0,20,1,0,645.1
27,v5,1-0,1.0,21,1,0,653.4
25,v5,1-0,1.0,22,1,0,661.3
16,v4,0-1,1.0,23,1,0,668.8
18,v4,0-1,1.0,24,1,0,676.1
20,v4,1/2-1/2,0.5,24,2,0,559.2
29,v5,1-0,1.0,25,2,0,566.0
26,v4,0-1,1.0,26,2,0,572.5
28,v4,0-1,1.0,27,2,0,578.9
33,v5,1-0,1.0,28,2,0,585.0
30,v4,0-1,1.0,29,2,0,590.8
32,v4,0-1,1.0,30,2,0,596.5
39,v5,1-0,1.0,31,2,0,602.1
36,v4,0-1,1.0,32,2,0,607.4
35,v5,1-0,1.0,33,2,0,612.6
31,v5,1-0,1.0,34,2,0,617.6
34,v4,0-1,1.0,35,2,0,622.5
38,v4,1-0,0.0,35,2,1,502.1
37,v5,1-0,1.0,36,2,1,506.9
45,v5,1-0,1.0,37,2,1,511.5
40,v4,0-1,1.0,38,2,1,516.0
42,v4,0-1,1.0,39,2,1,520.4
41,v5,1-0,1.0,40,2,1,524.7
50,v4,0-1,1.0,41,2,1,528.9
43,v5,1-0,1.0,42,2,1,533.0
44,v4,0-1,1.0,43,2,1,537.0
46,v4,0-1,1.0,44,2,1,540.9
48,v4,0-1,1.0,45,2,1,544.7
47,v5,1-0,1.0,46,2,1,548.4
49,v5,1-0,1.0,47,2,1,552.1
52,v4,0-1,1.0,48,2,1,555.7
51,v5,1/2-1/2,0.5,48,3,1,518.7
57,v5,1-0,1.0,49,3,1,522.1
54,v4,0-1,1.0,50,3,1,525.5
53,v5,1-0,1.0,51,3,1,528.9
56,v4,0-1,1.0,52,3,1,532.2
58,v4,1/2-1/2,0.5,52,4,1,502.1
55,v5,1-0,1.0,53,4,1,505.3
59,v5,1-0,1.0,54,4,1,508.4
64,v4,0-1,1.0,55,4,1,511.5
61,v5,1-0,1.0,56,4,1,514.5
63,v5,1-0,1.0,57,4,1,517.5
65,v5,1-0,1.0,58,4,1,520.4
60,v4,0-1,1.0,59,4,1,523.3
67,v5,1-0,1.0,60,4,1,526.1
66,v4,0-1,1.0,61,4,1,528.9
71,v5,1-0,1.0,62,4,1,531.6
68,v4,0-1,1.0,63,4,1,534.3
70,v4,0-1,1.0,64,4,1,537.0
69,v5,1-0,1.0,65,4,1,539.6
72,v4,1-0,0.0,65,4,2,489.6
76,v4,0-1,1.0,66,4,2,492.2
75,v5,1-0,1.0,67,4,2,494.7
74,v4,0-1,1.0,68,4,2,497.2
73,v5,1-0,1.0,69,4,2,499.7
82,v4,0-1,1.0,70,4,2,502.1
80,v4,1/2-1/2,0.5,70,5,2,482.9
62,v4,1/2-1/2,0.5,70,6,2,465.7
77,v5,1-0,1.0,71,6,2,468.1
79,v5,1-0,1.0,72,6,2,470.4
83,v5,1-0,1.0,73,6,2,472.7
87,v5,1/2-1/2,0.5,73,7,2,457.3
78,v4,0-1,1.0,74,7,2,459.6
81,v5,1-0,1.0,75,7,2,461.8
84,v4,0-1,1.0,76,7,2,464.0
85,v5,1-0,1.0,77,7,2,466.2
89,v5,1-0,1.0,78,7,2,468.3
86,v4,0-1,1.0,79,7,2,470.4
91,v5,1-0,1.0,80,7,2,472.5
88,v4,0-1,1.0,81,7,2,474.6
90,v4,0-1,1.0,82,7,2,476.6
92,v4,1/2-1/2,0.5,82,8,2,462.5
93,v5,1-0,1.0,83,8,2,464.5
94,v4,0-1,1.0,84,8,2,466.5
96,v4,0-1,1.0,85,8,2,468.5
98,v4,0-1,1.0,86,8,2,470.4
95,v5,1-0,1.0,87,8,2,472.4
101,v5,1-0,1.0,88,8,2,474.3
100,v4,0-1,1.0,89,8,2,476.1
99,v5,1-0,1.0,90,8,2,478.0
104,v4,0-1,1.0,91,8,2,479.8
102,v4,0-1,1.0,92,8,2,481.6
97,v5,1-0,1.0,93,8,2,483.4
106,v4,0-1,1.0,94,8,2,485.2
105,v5,1-0,1.0,95,8,2,487.0
107,v5,1-0,1.0,96,8,2,488.7
108,v4,0-1,1.0,97,8,2,490.5
103,v5,1-0,1.0,98,8,2,492.2
112,v4,0-1,1.0,99,8,2,493.9
113,v5,1-0,1.0,100,8,2,495.6
111,v5,1-0,1.0,101,8,2,497.2
109,v5,1-0,1.0,102,8,2,498.9
110,v4,0-1,1.0,103,8,2,500.5
118,v4,0-1,1.0,104,8,2,502.1
115,v5,1-0,1.0,105,8,2,503.7
119,v5,1-0,1.0,106,8,2,505.3
114,v4,0-1,1.0,107,8,2,506.9
116,v4,0-1,1.0,108,8,2,508.4
117,v5,1-0,1.0,109,8,2,510.0
122,v4,0-1,1.0,110,8,2,511.5
121,v5,1-0,1.0,111,8,2,513.0
120,v4,0-1,1.0,112,8,2,514.5
124,v4,0-1,1.0,113,8,2,516.0
126,v4,0-1,1.0,114,8,2,517.5
123,v5,1-0,1.0,115,8,2,519.0
127,v5,1-0,1.0,116,8,2,520.4
131,v5,1-0,1.0,117,8,2,521.9
128,v4,0-1,1.0,118,8,2,523.3
132,v4,0-1,1.0,119,8,2,524.7
125,v5,1/2-1/2,0.5,119,9,2,511.5
134,v4,1/2-1/2,0.5,119,10,2,499.3
129,v5,1-0,1.0,120,10,2,500.7
130,v4,0-1,1.0,121,10,2,502.1
133,v5,1-0,1.0,122,10,2,503.5
137,v5,1-0,1.0,123,10,2,504.8
140,v4,0-1,1.0,124,10,2,506.2
136,v4,0-1,1.0,125,10,2,507.5
143,v5,*,0.5,125,11,2,496.2
142,v4,*,0.5,125,12,2,485.7
139,v5,*,0.5,125,13,2,475.8
135,v5,*,0.5,125,14,2,466.5
141,v5,*,0.5,125,15,2,457.8
138,v4,*,0.5,125,16,2,449.5
144,v4,*,0.5,125,17,2,441.7
