epoch,train_loss,val_loss,learning_rate,best_val_loss,epoch_time_s
1,0.01959878,0.01807734,1.00e-03,0.01807734,446.2
2,0.01723184,0.01750609,1.00e-03,0.01750609,445.9
3,0.01660715,0.01727253,9.99e-04,0.01727253,444.4
4,0.01620948,0.01715693,9.98e-04,0.01715693,444.3
5,0.01593996,0.01710566,9.96e-04,0.01715693,442.5
6,0.01572525,0.01713141,9.94e-04,0.01715693,439.2
7,0.01555760,0.01710461,9.91e-04,0.01715693,457.9
