timestamp,test_label,base_label,test_commit,base_commit,elo0,elo1,alpha,beta,st,games,wins,draws,losses,score_rate,elo_diff,llr,result
2026-06-05 17:11:19,v4,v1,cc2cdf6,a260fa0,0.0,5.0,0.05,0.05,0.5,351,248,37,66,0.7593,199.5,0.0,H1_ACCEPTED
