epoch,train_loss,val_loss,learning_rate,best_val_loss,epoch_time_s
1,0.01955351,0.01805843,1.00e-03,0.01805843,438.7
2,0.01719052,0.01747894,1.00e-03,0.01747894,443.4
3,0.01657527,0.01723472,1.00e-03,0.01723472,446.6
4,0.01618499,0.01715736,1.00e-03,0.01715736,449.3
5,0.01592415,0.01710013,1.00e-03,0.01710013,457.9
6,0.01571501,0.01709734,1.00e-03,0.01709734,460.2
