game,white,result,score,running_wins,running_draws,running_losses,running_elo
8,v4,1-0,0.0,0,0,1,-1199.8
2,v4,1-0,0.0,0,0,2,-1199.8
1,v6,1-0,1.0,1,0,2,-120.4
4,v4,0-1,1.0,2,0,2,-0.0
10,v4,0-1,1.0,3,0,2,70.4
6,v4,0-1,1.0,4,0,2,120.4
5,v6,1-0,1.0,5,0,2,159.2
14,v4,1-0,0.0,5,0,3,88.7
9,v6,1-0,1.0,6,0,3,120.4
11,v6,1-0,1.0,7,0,3,147.2
7,v6,0-1,0.0,7,0,4,97.2
13,v6,1/2-1/2,0.5,7,1,4,88.7
17,v6,1-0,1.0,8,1,4,110.5
18,v4,0-1,1.0,9,1,4,129.8
15,v6,1-0,1.0,10,1,4,147.2
16,v4,1-0,0.0,10,1,5,112.3
3,v6,1/2-1/2,0.5,10,2,5,105.3
21,v6,1-0,1.0,11,2,5,120.4
22,v4,0-1,1.0,12,2,5,134.3
20,v4,1-0,0.0,12,2,6,107.5
24,v4,1-0,0.0,12,2,7,84.3
27,v6,0-1,0.0,12,2,8,63.9
23,v6,0-1,0.0,12,2,9,45.6
19,v6,1-0,1.0,13,2,9,58.5
12,v4,1-0,0.0,13,2,10,41.9
25,v6,1-0,1.0,14,2,10,53.9
26,v4,0-1,1.0,15,2,10,65.1
29,v6,1-0,1.0,16,2,10,75.6
33,v6,1-0,1.0,17,2,10,85.6
32,v4,0-1,1.0,18,2,10,94.9
30,v4,1-0,0.0,18,2,11,79.8
34,v4,0-1,1.0,19,2,11,88.7
36,v4,1-0,0.0,19,2,12,74.8
28,v4,1/2-1/2,0.5,19,3,12,72.6
39,v6,0-1,0.0,19,3,13,60.2
37,v6,1-0,1.0,20,3,13,68.4
41,v6,0-1,0.0,20,3,14,56.8
31,v6,1-0,1.0,21,3,14,64.7
35,v6,1-0,1.0,22,3,14,72.3
40,v4,0-1,1.0,23,3,14,79.5
42,v4,0-1,1.0,24,3,14,86.5
43,v6,1-0,1.0,25,3,14,93.2
47,v6,0-1,0.0,25,3,15,82.3
38,v4,0-1,1.0,26,3,15,88.7
45,v6,1-0,1.0,27,3,15,94.9
51,v6,1-0,1.0,28,3,15,100.9
48,v4,0-1,1.0,29,3,15,106.7
44,v4,1/2-1/2,0.5,29,4,15,104.4
46,v4,1/2-1/2,0.5,29,5,15,102.1
52,v4,1-0,0.0,29,5,16,92.5
54,v4,1-0,0.0,29,5,17,83.3
50,v4,0-1,1.0,30,5,17,88.7
58,v4,0-1,1.0,31,5,17,94.0
49,v6,1-0,1.0,32,5,17,99.1
53,v6,1-0,1.0,33,5,17,104.1
57,v6,0-1,0.0,33,5,18,95.4
55,v6,1/2-1/2,0.5,33,6,18,93.6
59,v6,0-1,0.0,33,6,19,85.6
63,v6,1-0,1.0,34,6,19,90.3
61,v6,1-0,1.0,35,6,19,94.9
60,v4,1-0,0.0,35,6,20,87.2
62,v4,1-0,0.0,35,6,21,79.8
64,v4,1-0,0.0,35,6,22,72.7
66,v4,1-0,0.0,35,6,23,65.9
67,v6,0-1,0.0,35,6,24,59.4
68,v4,1-0,0.0,35,6,25,53.1
70,v4,1-0,0.0,35,6,26,47.0
65,v6,0-1,0.0,35,6,27,41.1
56,v4,0-1,1.0,36,6,27,45.6
73,v6,1-0,1.0,37,6,27,50.0
74,v4,1-0,0.0,37,6,28,44.3
72,v4,1-0,0.0,37,6,29,38.8
75,v6,1/2-1/2,0.5,37,7,29,38.2
69,v6,1/2-1/2,0.5,37,8,29,37.7
76,v4,1-0,0.0,37,8,30,32.5
81,v6,1-0,1.0,38,8,30,36.7
71,v6,1/2-1/2,0.5,38,9,30,36.2
78,v4,1/2-1/2,0.5,38,10,30,35.8
80,v4,0-1,1.0,39,10,30,39.8
85,v6,1-0,1.0,40,10,30,43.7
