timestamp,test_label,base_label,test_commit,base_commit,elo0,elo1,alpha,beta,st,games,wins,draws,losses,score_rate,elo_diff,llr,result
2026-06-05 19:35:43,v6,v4,68a6a0c,cc2cdf6,0.0,5.0,0.05,0.05,0.5,1124,567,172,385,0.581,56.8,0.0,H1_ACCEPTED
