game,white,result,score,running_wins,running_draws,running_losses,running_elo
1,New-8ad2008,1-0,1.0,1,0,0,1199.8
8,Base-41b4968,1/2-1/2,0.5,1,1,0,190.8
2,Base-41b4968,1-0,0.0,1,1,1,-0.0
7,New-8ad2008,0-1,0.0,1,1,2,-88.7
3,New-8ad2008,1/2-1/2,0.5,1,2,2,-70.4
5,New-8ad2008,0-1,0.0,1,2,3,-120.4
6,Base-41b4968,0-1,1.0,2,2,3,-50.0
4,Base-41b4968,1-0,0.0,2,2,4,-88.7
11,New-8ad2008,0-1,0.0,2,2,5,-120.4
15,New-8ad2008,1/2-1/2,0.5,2,3,5,-107.5
13,New-8ad2008,1-0,1.0,3,3,5,-63.9
9,New-8ad2008,1-0,1.0,4,3,5,-29.0
16,Base-41b4968,0-1,1.0,5,3,5,-0.0
10,Base-41b4968,1-0,0.0,5,3,6,-24.9
14,Base-41b4968,1-0,0.0,5,3,7,-46.6
12,Base-41b4968,1-0,0.0,5,3,8,-65.9
21,New-8ad2008,1-0,1.0,6,3,8,-41.1
20,Base-41b4968,1/2-1/2,0.5,6,4,8,-38.8
22,Base-41b4968,1-0,0.0,6,4,9,-55.3
19,New-8ad2008,1-0,1.0,7,4,9,-34.9
17,New-8ad2008,0-1,0.0,7,4,10,-50.0
18,Base-41b4968,0-1,1.0,8,4,10,-31.7
23,New-8ad2008,1-0,1.0,9,4,10,-15.1
27,New-8ad2008,1/2-1/2,0.5,9,5,10,-14.5
24,Base-41b4968,0-1,1.0,10,5,10,-0.0
30,Base-41b4968,1-0,0.0,10,5,11,-13.4
25,New-8ad2008,1-0,1.0,11,5,11,-0.0
28,Base-41b4968,1-0,0.0,11,5,12,-12.4
26,Base-41b4968,1-0,0.0,11,5,13,-24.0
29,New-8ad2008,0-1,0.0,11,5,14,-34.9
31,New-8ad2008,0-1,0.0,11,5,15,-45.1
37,New-8ad2008,1-0,1.0,12,5,15,-32.7
34,Base-41b4968,1/2-1/2,0.5,12,6,15,-31.7
36,Base-41b4968,0-1,1.0,13,6,15,-20.5
33,New-8ad2008,1-0,1.0,14,6,15,-9.9
32,Base-41b4968,1/2-1/2,0.5,14,7,15,-9.7
38,Base-41b4968,0-1,1.0,15,7,15,-0.0
39,New-8ad2008,1-0,1.0,16,7,15,9.1
35,New-8ad2008,0-1,0.0,16,7,16,-0.0
43,New-8ad2008,1-0,1.0,17,7,16,8.7
40,Base-41b4968,1/2-1/2,0.5,17,8,16,8.5
42,Base-41b4968,0-1,1.0,18,8,16,16.6
41,New-8ad2008,1/2-1/2,0.5,18,9,16,16.2
46,Base-41b4968,1-0,0.0,18,9,17,7.9
47,New-8ad2008,0-1,0.0,18,9,18,-0.0
45,New-8ad2008,1/2-1/2,0.5,18,10,18,-0.0
44,Base-41b4968,1-0,0.0,18,10,19,-7.4
48,Base-41b4968,0-1,1.0,19,10,19,-0.0
50,Base-41b4968,0-1,1.0,20,10,19,7.1
49,New-8ad2008,1-0,1.0,21,10,19,13.9
51,New-8ad2008,1-0,1.0,22,10,19,20.5
52,Base-41b4968,1-0,0.0,22,10,20,13.4
55,New-8ad2008,1-0,1.0,23,10,20,19.7
53,New-8ad2008,1-0,1.0,24,10,20,25.8
54,Base-41b4968,0-1,1.0,25,10,20,31.7
59,New-8ad2008,1-0,1.0,26,10,20,37.4
57,New-8ad2008,0-1,0.0,26,10,21,30.6
56,Base-41b4968,1-0,0.0,26,10,22,24.0
58,Base-41b4968,1-0,0.0,26,10,23,17.7
61,New-8ad2008,1/2-1/2,0.5,26,11,23,17.4
63,New-8ad2008,0-1,0.0,26,11,24,11.4
